,run,epoch,loss,train_accuracy,epoch duration,run duration,test_accuracy,total parameters,lr,batch_size,momentum,l1_oc,filter_multiplier,kernel_size,stride,dropout_rate,weight_decay
20,1,21,0.05660560314774513,0.98186,87.59372448921204,1976.9073114395142,0.8957,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.003
21,1,22,0.055524436712265014,0.98236,87.54288721084595,2072.295217514038,0.8965,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.003
22,1,23,0.05591237092494965,0.98188,87.2129123210907,2167.2992794513702,0.8901,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.003
23,1,24,0.0584934708404541,0.9807,86.29104351997375,2261.356522321701,0.8972,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.003
24,1,25,0.05442309009552002,0.98262,86.32731127738953,2355.319691181183,0.8915,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.003
25,1,26,0.05387889356613159,0.98166,87.37935590744019,2450.3765704631805,0.8958,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.003
26,1,27,0.053752618699073794,0.98266,86.47546029090881,2544.6611337661743,0.8944,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.003
27,1,28,0.05669555668830872,0.9814,86.41889834403992,2638.8223230838776,0.8991,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.003
28,1,29,0.05301268595695496,0.98262,87.15096497535706,2733.636457681656,0.8995,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.003
29,1,30,0.05354580728769302,0.98222,87.31548166275024,2828.846825838089,0.8947,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.003
30,2,1,0.08223791339397431,0.97264,87.96870517730713,88.26095414161682,0.8864,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
31,2,2,0.07728790199756622,0.97488,87.84606218338013,184.003897190094,0.8892,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
32,2,3,0.07237484029769897,0.9761,87.8709921836853,279.8336100578308,0.8854,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
33,2,4,0.0727786009645462,0.97598,87.70244884490967,375.44291162490845,0.8884,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
34,2,5,0.07309061174869537,0.97526,88.129310131073,471.5010151863098,0.8922,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
35,2,6,0.06797735663414002,0.97852,88.03949737548828,567.3795945644379,0.8877,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
36,2,7,0.0659417305612564,0.97838,88.01660799980164,663.4327075481415,0.8927,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
37,2,8,0.0645626869392395,0.97958,88.1811671257019,759.6274425983429,0.8933,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
38,2,9,0.06551859921932221,0.97932,87.99965405464172,855.6027655601501,0.8905,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
39,2,10,0.06410809551239013,0.97984,87.80520963668823,951.3846399784088,0.8873,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
40,2,11,0.06250995512008667,0.98052,88.1340663433075,1047.4704415798187,0.8907,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
41,2,12,0.062144060521125796,0.97982,88.09639739990234,1143.5913951396942,0.8898,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
42,2,13,0.05869832268714905,0.98098,88.01424407958984,1239.512501001358,0.8955,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
43,2,14,0.061716024698019026,0.98018,87.43418669700623,1334.8670644760132,0.8914,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
44,2,15,0.06343276982784271,0.9797,87.3018147945404,1430.1609349250793,0.8931,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
45,2,16,0.06008652149200439,0.98112,87.15662288665771,1525.15855884552,0.8901,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
46,2,17,0.06014651510238647,0.98086,87.21376419067383,1620.1295487880707,0.8935,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
47,2,18,0.06080504421234131,0.98102,87.07656836509705,1715.0710859298706,0.8918,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
48,2,19,0.06248623067378998,0.98086,87.11233568191528,1809.995528459549,0.8936,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
49,2,20,0.06145931145191193,0.98076,87.11590600013733,1904.8916289806366,0.8915,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
50,2,21,0.06323026967048645,0.97984,87.13693141937256,1999.7491028308868,0.8928,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
51,2,22,0.06057948176860809,0.9811,87.09814238548279,2094.6782743930817,0.8935,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
52,2,23,0.06059186030387879,0.9808,87.15383172035217,2189.838693380356,0.8919,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
53,2,24,0.057804324450492856,0.98232,86.96057486534119,2284.6462831497192,0.8969,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
54,2,25,0.058427418642044066,0.98246,86.96904182434082,2379.3885369300842,0.8966,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
55,2,26,0.060640930309295654,0.98106,87.00344014167786,2474.229015111923,0.8949,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
56,2,27,0.0604652814912796,0.98132,86.95605158805847,2569.2325620651245,0.8964,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
57,2,28,0.06100194652080536,0.9824,87.17017650604248,2664.029346704483,0.8912,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
58,2,29,0.05899482504844666,0.98238,87.03806757926941,2758.679070711136,0.892,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
59,2,30,0.05913118242740631,0.98158,87.19976806640625,2853.750769853592,0.8932,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.01
60,3,1,0.08162289090633393,0.97214,86.9411883354187,87.25537872314453,0.8885,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
61,3,2,0.07583534845352173,0.97468,87.03230547904968,181.9203143119812,0.8869,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
62,3,3,0.0734765673160553,0.97554,87.05032062530518,276.7138068675995,0.8872,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
63,3,4,0.07450911060333253,0.97624,86.96768569946289,371.6282069683075,0.8875,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
64,3,5,0.07231987185955048,0.97706,87.13020253181458,466.884619474411,0.8923,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
65,3,6,0.07251750688552856,0.97732,87.02170968055725,561.7004857063293,0.8939,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
66,3,7,0.07179919441699982,0.97808,87.00935888290405,656.4346849918365,0.8893,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
67,3,8,0.07207645328521728,0.97766,87.1597945690155,751.2880210876465,0.8932,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
68,3,9,0.06781136713027953,0.9803,87.1033399105072,846.2507345676422,0.8922,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
69,3,10,0.07199476171016693,0.97872,87.10476922988892,941.0918016433716,0.8956,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
70,3,11,0.07163440195560455,0.9791,87.13840389251709,1035.932499408722,0.8963,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
71,3,12,0.07364461061477662,0.97918,87.23619246482849,1130.906997203827,0.8939,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
72,3,13,0.07096038888454437,0.9804,87.1228973865509,1225.8729186058044,0.8917,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
73,3,14,0.07295806905269622,0.98074,87.00487613677979,1320.636721611023,0.8898,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
74,3,15,0.07426572868824005,0.98012,87.11201286315918,1415.6057708263397,0.8943,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
75,3,16,0.07387400579452515,0.98096,87.03477931022644,1510.3569133281708,0.8955,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
76,3,17,0.07539651619911193,0.98122,87.02492785453796,1605.0732398033142,0.8947,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
77,3,18,0.07572698501586914,0.981,87.21534180641174,1700.2433075904846,0.898,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
78,3,19,0.07629757281780243,0.98118,87.06956791877747,1795.1538789272308,0.893,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
79,3,20,0.07707810890197754,0.98206,87.09049367904663,1890.1442122459412,0.8932,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
80,3,21,0.07756409724712372,0.98134,87.0625729560852,1985.0408630371094,0.8929,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
81,3,22,0.07980075836181641,0.98014,87.16684484481812,2080.0008430480957,0.8964,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
82,3,23,0.0785812697505951,0.98134,87.06269025802612,2174.892594575882,0.8932,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
83,3,24,0.07867581496238708,0.98136,87.11906170845032,2269.764893770218,0.8907,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
84,3,25,0.07727645327091218,0.98172,87.22274732589722,2364.832631111145,0.8933,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
85,3,26,0.07828798910140991,0.98126,86.97614645957947,2459.640832901001,0.8926,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
86,3,27,0.07820295182228089,0.98154,87.06749439239502,2554.4256789684296,0.8926,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
87,3,28,0.07793162528038025,0.9815,87.04547071456909,2649.2721462249756,0.8971,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
88,3,29,0.07962790784358978,0.98126,87.11781597137451,2744.1632120609283,0.8941,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
89,3,30,0.07803491553783416,0.98238,87.02944993972778,2839.064604997635,0.8939,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.03
90,4,1,0.0813093561553955,0.97356,87.14792990684509,87.425222158432,0.8889,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
91,4,2,0.07875221074581146,0.97522,87.14229345321655,182.39559769630432,0.8902,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
92,4,3,0.08055448295116424,0.9759,87.25197792053223,277.3241138458252,0.8891,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
93,4,4,0.08301835627555847,0.97842,87.15892720222473,372.36197566986084,0.8888,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
94,4,5,0.09196065839767456,0.97712,87.037024974823,467.2340452671051,0.8895,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
95,4,6,0.09869225758075714,0.9779,87.07970094680786,562.1466386318207,0.8895,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
96,4,7,0.10883910158157349,0.97882,87.0813136100769,657.0679824352264,0.8896,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
97,4,8,0.11979977845191955,0.97762,87.0758924484253,751.9449756145477,0.8914,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
98,4,9,0.1315127498435974,0.97856,87.09299850463867,846.9168698787689,0.8908,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
99,4,10,0.14284304122924804,0.9785,87.10108184814453,941.8091278076172,0.8931,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
100,4,11,0.15456788536071778,0.97834,87.17958283424377,1036.7905206680298,0.8935,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
101,4,12,0.1668914972114563,0.97866,87.0169825553894,1131.5400130748749,0.889,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
102,4,13,0.17613431552886963,0.97842,87.04087924957275,1226.6104888916016,0.8917,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
103,4,14,0.1854478165435791,0.97698,87.07313990592957,1321.436892747879,0.8907,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
104,4,15,0.18336332382202147,0.97812,87.05467629432678,1416.1829991340637,0.8897,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
105,4,16,0.18739021224975586,0.97718,86.98199844360352,1511.0279688835144,0.8945,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
106,4,17,0.18807421085357667,0.97634,87.07763886451721,1606.0114653110504,0.8919,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
107,4,18,0.1889680938720703,0.97662,87.05538129806519,1701.1781182289124,0.894,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
108,4,19,0.19001876291275024,0.97728,86.9874496459961,1795.9906401634216,0.8929,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
109,4,20,0.1893595334815979,0.97756,86.93530440330505,1890.6791682243347,0.8939,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
110,4,21,0.19373036275863648,0.97644,87.03084063529968,1985.4095549583435,0.8927,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
111,4,22,0.19255893589019776,0.97716,87.02310371398926,2080.29163146019,0.8914,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
112,4,23,0.19412819576263426,0.97702,86.93806529045105,2175.0447838306427,0.8919,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
113,4,24,0.19505184047698976,0.97746,86.90631175041199,2269.680428504944,0.8962,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
114,4,25,0.1960620265197754,0.97598,86.86355352401733,2364.32022857666,0.8935,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
115,4,26,0.19640922729492188,0.9766,86.84598851203918,2458.80877828598,0.8914,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
116,4,27,0.19588736560821532,0.97696,86.89046478271484,2553.4834368228912,0.8913,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
117,4,28,0.19471927223205565,0.97714,86.61502027511597,2647.8766634464264,0.8919,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
118,4,29,0.19648879438400269,0.97642,86.67008399963379,2742.227121591568,0.8923,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
119,4,30,0.19657986166000366,0.9765,86.7989821434021,2836.741468667984,0.8951,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.1
120,5,1,0.08448404923915863,0.97276,86.73615789413452,87.00344371795654,0.8881,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
121,5,2,0.10312345287322998,0.97478,86.73465776443481,181.6469497680664,0.8895,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
122,5,3,0.15067746309280394,0.97472,86.69395232200623,276.0642464160919,0.8872,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
123,5,4,0.22358455200195312,0.9764,86.83324837684631,370.88114523887634,0.8895,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
124,5,5,0.3155812459182739,0.97592,86.79936814308167,465.36696767807007,0.8913,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
125,5,6,0.41366762046813965,0.9731,86.73000049591064,559.8681828975677,0.8859,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
126,5,7,0.5077648655700684,0.96794,86.57119989395142,654.227531671524,0.8902,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
127,5,8,0.5963187885284423,0.96216,86.73925185203552,748.649849653244,0.8798,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
128,5,9,0.6853171492004394,0.9521,86.78682589530945,843.1272809505463,0.8745,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
129,5,10,0.7773909535217285,0.93794,86.78065133094788,937.5594756603241,0.8612,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
130,5,11,0.8731339205932617,0.9231,86.65011167526245,1032.0256552696228,0.8494,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
131,5,12,0.9731693162536621,0.90366,86.65495109558105,1126.4019541740417,0.8373,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
132,5,13,1.0286638807678223,0.88894,86.78715705871582,1220.969304561615,0.8389,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
133,5,14,1.037713170928955,0.88862,86.94556307792664,1315.7229857444763,0.8386,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
134,5,15,1.0468101922607422,0.88686,86.67398405075073,1410.2489712238312,0.8294,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
135,5,16,1.055217523803711,0.88522,86.71116018295288,1504.8430588245392,0.8314,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
136,5,17,1.0675644982910155,0.8825,86.75586724281311,1599.4737923145294,0.8303,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
137,5,18,1.076806537628174,0.8798,86.86573958396912,1694.0548956394196,0.8293,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
138,5,19,1.0868718498229981,0.87716,86.68480229377747,1788.5700905323029,0.8295,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
139,5,20,1.0968291004943849,0.87464,86.73901557922363,1883.2349100112915,0.8205,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
140,5,21,1.107816353149414,0.8704,86.69963479042053,1977.6598773002625,0.8263,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
141,5,22,1.115460751953125,0.87072,86.81110334396362,2072.1414363384247,0.8186,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
142,5,23,1.1284437100219726,0.86672,86.91409087181091,2166.730989217758,0.8185,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
143,5,24,1.1320884005737304,0.8676,86.7137439250946,2261.3464498519897,0.8178,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
144,5,25,1.1346720529174805,0.86442,86.85683822631836,2356.132084608078,0.8172,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
145,5,26,1.1330250723266602,0.8668,86.8148181438446,2450.768558740616,0.8188,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
146,5,27,1.1363869085693359,0.86422,86.76765275001526,2545.4440610408783,0.8205,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
147,5,28,1.1370092459106445,0.86462,86.83691787719727,2639.993353843689,0.8238,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
148,5,29,1.137358048400879,0.86462,86.9059464931488,2734.7014355659485,0.8185,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
149,5,30,1.1379366506958009,0.86572,86.86924815177917,2829.2421674728394,0.8266,4403518,0.0001,128,0.9,64,2,3,1,0.3,0.3
150,6,1,0.06953983505249023,0.97656,87.04796695709229,87.35417819023132,0.8933,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
151,6,2,0.06159743547439575,0.97928,86.99167823791504,182.1798779964447,0.8946,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
152,6,3,0.06011101006269455,0.97968,86.97317624092102,276.9671175479889,0.8918,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
153,6,4,0.05463550485134125,0.98234,86.80447220802307,371.55078530311584,0.8982,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
154,6,5,0.05422809022903442,0.98196,86.89314484596252,466.39663195610046,0.8948,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
155,6,6,0.05067169098377228,0.98402,86.86962389945984,561.1571528911591,0.8964,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
156,6,7,0.05158961895942688,0.98316,88.35286211967468,657.2123832702637,0.8969,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
157,6,8,0.04873945056915283,0.9845,87.35650157928467,753.1060516834259,0.8947,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
158,6,9,0.04749822378873825,0.98464,86.9568407535553,847.7872788906097,0.8959,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
159,6,10,0.04777790706157684,0.98458,86.95823001861572,942.7358820438385,0.9004,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
160,6,11,0.04474402361869812,0.98616,87.03297638893127,1037.5859518051147,0.8959,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
161,6,12,0.044588321800231936,0.98626,87.01533627510071,1132.362496137619,0.8969,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
162,6,13,0.04379981092453003,0.98628,86.86931538581848,1226.934186220169,0.8938,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
163,6,14,0.04553361423015594,0.98568,86.98471999168396,1321.6573233604431,0.8984,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
164,6,15,0.041747572169303894,0.98744,86.98610091209412,1416.3747191429138,0.8993,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
165,6,16,0.041781426339149476,0.98698,86.91507363319397,1511.1188561916351,0.8968,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
166,6,17,0.04076569436073303,0.9877,86.96603965759277,1605.7015917301178,0.897,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
167,6,18,0.04260422896623611,0.98676,86.92226815223694,1700.4674277305603,0.8974,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
168,6,19,0.039890332899093627,0.98764,87.05673384666443,1795.3402786254883,0.9018,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
169,6,20,0.04087297662734985,0.98744,86.82969307899475,1890.0309417247772,0.8996,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
170,6,21,0.039474911904335025,0.98808,86.92182302474976,1984.579344034195,0.896,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
171,6,22,0.038923529636859897,0.98836,87.2260992527008,2079.6269512176514,0.8995,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
172,6,23,0.03920938283920288,0.98842,86.96851515769958,2174.40886759758,0.8992,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
173,6,24,0.03867016469478607,0.98824,86.97246479988098,2269.0677406787872,0.8992,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
174,6,25,0.03927851079940796,0.98852,87.02760410308838,2363.8037407398224,0.8944,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
175,6,26,0.03945076152801514,0.98848,87.11917757987976,2458.7776992321014,0.8939,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
176,6,27,0.03900294515609741,0.98786,87.06868004798889,2553.5078887939453,0.8975,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
177,6,28,0.03770283680200577,0.98884,87.07507801055908,2648.796000957489,0.9004,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
178,6,29,0.03937746265888214,0.98772,87.0246729850769,2743.566973924637,0.9007,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
179,6,30,0.03847716629266739,0.9883,87.15990257263184,2838.563940048218,0.8983,4403518,0.001,128,0.9,64,2,3,1,0.3,0.003
180,7,1,0.0742514244556427,0.97634,87.08906888961792,87.36935353279114,0.891,4403518,0.001,128,0.9,64,2,3,1,0.3,0.01
181,7,2,0.06363021248817444,0.97956,87.02388405799866,182.11559510231018,0.8923,4403518,0.001,128,0.9,64,2,3,1,0.3,0.01
182,7,3,0.061571782116889955,0.9802,87.03648829460144,276.9083228111267,0.897,4403518,0.001,128,0.9,64,2,3,1,0.3,0.01
183,7,4,0.05897228510856629,0.98248,87.04380655288696,371.6947617530823,0.8971,4403518,0.001,128,0.9,64,2,3,1,0.3,0.01
184,7,5,0.056536432003974915,0.98312,86.98453116416931,466.3607487678528,0.8943,4403518,0.001,128,0.9,64,2,3,1,0.3,0.01
185,7,6,0.05833525613307953,0.98334,87.0017900466919,561.3571586608887,0.8993,4403518,0.001,128,0.9,64,2,3,1,0.3,0.01
186,7,7,0.0600503501701355,0.98316,87.12441897392273,656.3355915546417,0.8981,4403518,0.001,128,0.9,64,2,3,1,0.3,0.01
187,7,8,0.05818311577320099,0.98386,86.99922966957092,751.0571365356445,0.8949,4403518,0.001,128,0.9,64,2,3,1,0.3,0.01
188,7,9,0.058351369886398316,0.98388,87.04495072364807,845.8942198753357,0.8988,4403518,0.001,128,0.9,64,2,3,1,0.3,0.01
189,7,10,0.059410708980560306,0.9839,87.0992431640625,940.8125596046448,0.8958,4403518,0.001,128,0.9,64,2,3,1,0.3,0.01
190,7,11,0.059001752290725705,0.98484,87.12225222587585,1035.7309620380402,0.8987,4403518,0.001,128,0.9,64,2,3,1,0.3,0.01
